"displacement:0"	"displacement:1"	"displacement:2"	"Points:0"	"Points:1"	"Points:2"
0.023196291	-0.0051381143	-0.016624518	29126.83	-14571.011	-1554.0826
0.036205925	-0.0069162062	-0.02217175	27037.426	-13315.35	-1060.4337
0.032432106	-0.0064174627	-0.022736427	27505.48	-13596.634	-1173.455
0.020162432	-0.019634735	-0.0044939829	-20338.514	15155.993	-15.180865
0.020340513	-0.019748401	-0.0045674247	-20052.893	14984.344	-19.23065
0.080849482	-0.0213328	0.0113326	4526.106	213.19511	-562.95209
0.0060184763	-0.0056903689	-0.00107863	-45896.281	30515.35	319.24176
0.072498053	-0.01434852	0.015473702	13078.144	-4926.291	-1021.5273
0.072369165	-0.014207627	0.015507083	13151.915	-4970.6255	-1020.9877
0.033158185	-0.015388747	0.0036575591	-10421.118	9195.9727	-75.949249
0.036152536	-0.014085835	0.0063596434	-9345.7939	8549.7393	-73.844345
0.078118079	-0.018570112	0.018845683	1200.8025	2211.5903	-435.77417
0.079375684	-0.019445358	0.0170698	1878.5942	1804.2604	-467.49789
0.003715129	-0.0036917436	-0.00058384915	-58560.594	38126.176	179.09958
0.0061514473	-0.0057893677	-0.0010771664	-45266.375	30136.797	309.5368
0.031198225	-0.0062294691	-0.022815052	27662	-13690.697	-1209.611
0.027507803	-0.0055499077	-0.021485174	28207.357	-14018.438	-1344.8455
0.03972326	-0.012878274	0.0094550253	-8219.1777	7872.6812	-67.190292
0.026405953	-0.0054214722	-0.020694508	28395.596	-14131.562	-1384.8578
0.010515543	-0.0041263103	0.0037427013	36321.641	-18894.85	-2931.7395
0.010579358	-0.0041616281	0.0037373087	36299.668	-18881.645	-2933.9983
0.0093542802	-0.0031653058	0.0031891049	37001.695	-19303.539	-2868.9788
0.022156689	-0.020450715	-0.0050044635	-17498.887	13449.474	-62.980618
0.023006813	-0.020339171	-0.0047499306	-16494.928	12846.127	-69.283707
0.015760518	-0.0065774323	0.003185115	34712.332	-17927.707	-2819.635
0.014631032	-0.0061711334	0.0032801851	35042.688	-18126.242	-2902.1704
