#HOLE:,U1519A
#EXPEDITION:,372
#TOP:,0.6404
#BOTTOM:,617.0984
DEPTH_LSF,DTCO,DTSM,VCO,VSH
m,us/ft,us/ft,km/s,km/s
59.1620,171.26175,-999.25,1.7797,-999.25
59.3144,171.05336,-999.25,1.7819,-999.25
59.4668,171.00827,-999.25,1.7824,-999.25
59.6192,170.72655,-999.25,1.7853,-999.25
59.7716,170.64494,-999.25,1.7862,-999.25
59.9240,170.63963,-999.25,1.7862,-999.25
60.0764,170.61694,-999.25,1.7865,-999.25
60.2288,170.77759,-999.25,1.7848,-999.25
60.3812,171.13490,-999.25,1.7811,-999.25
60.5336,171.37320,-999.25,1.7786,-999.25
60.6860,171.48627,-999.25,1.7774,-999.25
60.8384,171.51901,-999.25,1.7771,-999.25
60.9908,171.41296,-999.25,1.7782,-999.25
61.1432,171.19382,-999.25,1.7804,-999.25
61.2956,171.12482,-999.25,1.7812,-999.25
61.4480,171.12752,-999.25,1.7811,-999.25
61.6004,171.18091,-999.25,1.7806,-999.25
61.7528,171.43182,-999.25,1.7780,-999.25
61.9052,171.68478,-999.25,1.7753,-999.25
62.0576,172.21452,-999.25,1.7699,-999.25
62.2100,172.16035,-999.25,1.7704,-999.25
62.3624,171.71765,-999.25,1.7750,-999.25
62.5148,171.19011,-999.25,1.7805,-999.25
62.6672,171.15668,-999.25,1.7808,-999.25
62.8196,171.31630,-999.25,1.7792,-999.25
62.9720,171.39485,-999.25,1.7783,-999.25
63.1244,171.34177,-999.25,1.7789,-999.25
63.2768,171.10489,-999.25,1.7814,-999.25
63.4292,171.06039,-999.25,1.7818,-999.25
63.5816,171.03584,-999.25,1.7821,-999.25
63.7340,171.16052,-999.25,1.7808,-999.25
63.8864,171.21243,-999.25,1.7802,-999.25
64.0388,170.97289,-999.25,1.7827,-999.25
64.1912,170.36635,-999.25,1.7891,-999.25
64.3436,169.88165,-999.25,1.7942,-999.25
64.4960,169.66107,-999.25,1.7965,-999.25
64.6484,169.77667,-999.25,1.7953,-999.25
64.8008,169.72714,-999.25,1.7958,-999.25
64.9532,169.60410,-999.25,1.7971,-999.25
65.1056,169.60374,-999.25,1.7971,-999.25
65.2580,169.69545,-999.25,1.7962,-999.25
65.4104,169.75511,-999.25,1.7955,-999.25
65.5628,169.98286,-999.25,1.7931,-999.25
65.7152,170.51454,-999.25,1.7875,-999.25
65.8676,171.34660,-999.25,1.7789,-999.25
66.0200,172.22330,-999.25,1.7698,-999.25
66.1724,172.77139,-999.25,1.7642,-999.25
66.3248,173.04727,-999.25,1.7614,-999.25
66.4772,172.72249,-999.25,1.7647,-999.25
66.6296,172.23155,-999.25,1.7697,-999.25
66.7820,172.17708,-999.25,1.7703,-999.25
66.9344,172.57605,-999.25,1.7662,-999.25
67.0868,172.79988,-999.25,1.7639,-999.25
67.2392,172.62668,-999.25,1.7657,-999.25
67.3916,172.45479,-999.25,1.7674,-999.25
67.5440,172.21704,-999.25,1.7699,-999.25
67.6964,172.04446,-999.25,1.7716,-999.25
67.8488,171.91333,-999.25,1.7730,-999.25
68.0012,171.92165,-999.25,1.7729,-999.25
68.1536,171.81175,-999.25,1.7740,-999.25
68.3060,171.34978,-999.25,1.7788,-999.25
68.4584,170.86119,-999.25,1.7839,-999.25
68.6108,170.86418,-999.25,1.7839,-999.25
68.7632,170.84178,-999.25,1.7841,-999.25
68.9156,170.96965,-999.25,1.7828,-999.25
69.0680,171.07356,-999.25,1.7817,-999.25
69.2204,170.97897,-999.25,1.7827,-999.25
69.3728,170.75447,-999.25,1.7850,-999.25
69.5252,170.57484,-999.25,1.7869,-999.25
69.6776,170.53673,-999.25,1.7873,-999.25
69.8300,170.56740,-999.25,1.7870,-999.25
69.9824,170.59953,-999.25,1.7866,-999.25
