"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CSF-B (m)","P-wave velocity xy (m/s)","Caliper separation (mm)","Sonic traveltime (µs)","Timestamp (UTC)","Instrument","Instrument group","Text ID","Test No.","Sample comments","Test comments","Result comments"
"375","U1518","D","1","H","2","","33.8","1.838","1.836","2795","6.47","40.28","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","51.8","2.018","2.016","37186","6.46","18.89","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","53.8","2.038","2.036","93076","6.46","17.84","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","61.8","2.118","2.116","1561","6.47","58.60","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","69.8","2.198","2.196","29712","6.47","19.33","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","71.8","2.218","2.216","17276","6.47","20.90","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","73.8","2.238","2.236","6014","6.47","27.92","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","75.8","2.258","2.255","2475","6.48","43.33","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","83.8","2.338","2.335","252856","6.47","17.41","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","85.8","2.358","2.355","1577","6.47","58.22","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","87.8","2.378","2.375","1574","6.47","58.29","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","89.8","2.398","2.395","5415","6.47","29.11","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","91.8","2.418","2.415","1967","6.47","50.06","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","97.8","2.478","2.475","1578","6.48","58.20","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","99.8","2.498","2.495","153823","6.48","17.57","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","101.8","2.518","2.515","1579","6.48","58.15","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","103.8","2.538","2.535","1575","6.47","58.26","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","105.8","2.558","2.555","1582","6.47","58.06","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","107.8","2.578","2.575","5108","6.47","29.81","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","109.8","2.598","2.595","1637","6.46","56.63","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","111.8","2.618","2.615","8782","6.46","24.51","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","117.8","2.678","2.675","1526","6.46","59.47","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","119.8","2.698","2.695","1564","6.46","58.47","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","121.8","2.718","2.715","1563","6.46","58.50","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","123.8","2.738","2.735","1564","6.47","58.49","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","129.8","2.798","2.795","1566","6.47","58.46","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","131.8","2.818","2.815","1558","6.47","58.64","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","133.8","2.838","2.835","1569","6.46","58.35","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","135.8","2.858","2.855","78952","6.46","17.97","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","139.8","2.898","2.895","1616","6.46","57.12","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","141.8","2.918","2.915","126752","6.45","17.66","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","2","","143.8","2.938","2.935","4059","6.45","33.03","2018-03-14 07:08:25","NI-5133-002034","WRMSL","SECT9389281","110636321","","",""
"375","U1518","D","1","H","3","","10.0","3.100","3.097","102828","6.47","17.78","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","14.0","3.140","3.137","2570","6.47","42.32","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","18.0","3.180","3.177","1581","6.47","58.11","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","20.0","3.200","3.197","1587","6.48","57.95","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","22.0","3.220","3.217","1595","6.48","57.75","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","24.0","3.240","3.237","1600","6.48","57.64","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","26.0","3.260","3.257","1587","6.48","57.95","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","28.0","3.280","3.277","1965","6.48","50.10","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","30.0","3.300","3.297","2037","6.47","48.93","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","32.0","3.320","3.317","1598","6.47","57.65","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","34.0","3.340","3.337","1619","6.47","57.12","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","36.0","3.360","3.357","1957","6.47","50.20","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","38.0","3.380","3.376","1579","6.47","58.12","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","40.0","3.400","3.396","1573","6.47","58.31","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","42.0","3.420","3.416","19474","6.47","20.47","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","44.0","3.440","3.436","1567","6.47","58.45","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","48.0","3.480","3.476","1577","6.47","58.20","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","50.0","3.500","3.496","1582","6.48","58.08","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","54.0","3.540","3.536","1582","6.48","58.13","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","56.0","3.560","3.556","1549","6.48","59.00","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","58.0","3.580","3.576","1522","6.20","57.93","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","60.0","3.600","3.596","1505","6.20","58.37","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","62.0","3.620","3.616","1575","6.48","58.32","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","64.0","3.640","3.636","1587","6.48","57.96","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","66.0","3.660","3.656","213633","6.47","17.45","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","68.0","3.680","3.676","1612","6.47","57.28","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","70.0","3.700","3.696","1579","6.46","58.08","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","72.0","3.720","3.716","13388","6.46","21.98","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","74.0","3.740","3.736","1558","6.46","58.63","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","76.0","3.760","3.756","1561","6.46","58.54","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","78.0","3.780","3.776","1597","6.46","57.59","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","82.0","3.820","3.816","1580","6.46","58.07","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","84.0","3.840","3.836","1571","6.46","58.30","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","86.0","3.860","3.856","1554","6.47","58.75","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","88.0","3.880","3.876","1625","6.47","56.96","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","90.0","3.900","3.896","1547","6.47","58.97","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","92.0","3.920","3.916","1599","6.47","57.63","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","94.0","3.940","3.936","1611","6.47","57.32","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","96.0","3.960","3.956","1594","6.47","57.77","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","98.0","3.980","3.976","1586","6.47","57.98","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","100.0","4.000","3.996","3750","6.47","34.42","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","102.0","4.020","4.016","1599","6.47","57.64","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","104.0","4.040","4.036","1603","6.47","57.52","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","106.0","4.060","4.056","1600","6.47","57.61","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","108.0","4.080","4.076","1585","6.47","57.98","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","110.0","4.100","4.096","1544","6.47","59.07","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","112.0","4.120","4.116","1586","6.47","57.96","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","114.0","4.140","4.135","1585","6.47","57.99","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","116.0","4.160","4.155","1592","6.47","57.81","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","118.0","4.180","4.175","1608","6.47","57.41","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","120.0","4.200","4.195","1556","6.47","58.75","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","122.0","4.220","4.215","1609","6.47","57.40","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","124.0","4.240","4.235","1588","6.48","57.93","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","126.0","4.260","4.255","1591","6.48","57.87","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","128.0","4.280","4.275","1589","6.48","57.91","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","130.0","4.300","4.295","1608","6.47","57.41","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","132.0","4.320","4.315","1552","6.47","58.85","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","134.0","4.340","4.335","1626","6.47","56.92","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","136.0","4.360","4.355","85357","6.46","17.91","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","138.0","4.380","4.375","1638","6.46","56.57","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","140.0","4.400","4.395","1597","6.46","57.58","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","3","","142.0","4.420","4.415","1680","6.46","55.60","2018-03-14 08:42:05","NI-5133-002034","WRMSL","SECT9389311","110636831","","",""
"375","U1518","D","1","H","4","","7.6","4.576","4.571","1579","6.49","58.28","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","9.6","4.596","4.591","1557","6.48","58.76","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","11.6","4.616","4.611","1554","6.47","58.81","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","13.6","4.636","4.631","1560","6.48","58.68","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","15.6","4.656","4.651","1565","6.48","58.56","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","17.6","4.676","4.671","1570","6.48","58.45","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","19.6","4.696","4.691","1575","6.48","58.33","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","21.6","4.716","4.711","1578","6.48","58.25","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","23.6","4.736","4.731","1577","6.49","58.27","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","25.6","4.756","4.751","1544","6.35","58.26","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","27.6","4.776","4.771","1582","6.49","58.17","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","29.6","4.796","4.791","1578","6.49","58.30","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","31.6","4.816","4.811","1591","6.50","57.98","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","33.6","4.836","4.831","1608","6.50","57.57","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","35.6","4.856","4.851","1680","6.50","55.84","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","37.6","4.876","4.871","1678","6.49","55.83","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","39.6","4.896","4.891","1519","5.93","56.18","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","41.6","4.916","4.911","17869","5.78","20.39","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","43.6","4.936","4.931","1510","6.07","57.33","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","45.6","4.956","4.951","1588","6.49","58.01","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","47.6","4.976","4.971","1591","6.49","57.96","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","49.6","4.996","4.991","1600","6.49","57.73","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","51.6","5.016","5.011","1603","6.49","57.65","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","53.6","5.036","5.031","1606","6.49","57.58","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","55.6","5.056","5.051","1612","6.50","57.46","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","57.6","5.076","5.071","1642","6.50","56.73","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","59.6","5.096","5.091","1619","6.50","57.31","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","61.6","5.116","5.111","1609","6.50","57.54","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","63.6","5.136","5.131","1595","6.49","57.87","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","65.6","5.156","5.151","1586","6.49","58.07","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","67.6","5.176","5.171","1545","6.49","59.15","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","69.6","5.196","5.191","1412","5.93","59.11","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","71.6","5.216","5.211","1442","5.93","58.25","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","73.6","5.236","5.231","1592","6.48","57.89","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","75.6","5.256","5.250","1599","6.48","57.71","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","81.6","5.316","5.310","1628","6.50","57.06","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","83.6","5.336","5.330","1627","6.51","57.14","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","85.6","5.356","5.350","1639","6.51","56.85","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","87.6","5.376","5.370","1614","6.51","57.47","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","89.6","5.396","5.390","1610","6.51","57.58","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","91.6","5.416","5.410","1610","6.51","57.57","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","93.6","5.436","5.430","1597","6.51","57.92","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","95.6","5.456","5.450","1543","6.51","59.35","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","97.6","5.476","5.470","1599","6.51","57.87","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","99.6","5.496","5.490","1563","6.51","58.82","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","101.6","5.516","5.510","1580","6.51","58.35","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","103.6","5.536","5.530","1568","6.51","58.67","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","105.6","5.556","5.550","3185","6.51","37.58","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","107.6","5.576","5.570","1558","6.50","58.91","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","109.6","5.596","5.590","1562","6.51","58.80","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","111.6","5.616","5.610","1553","6.51","59.04","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","113.6","5.636","5.630","1558","6.51","58.90","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","115.6","5.656","5.650","1600","6.51","57.84","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","117.6","5.676","5.670","1565","6.51","58.75","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","119.6","5.696","5.690","1563","6.51","58.80","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","121.6","5.716","5.710","1584","6.51","58.22","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","123.6","5.736","5.730","1591","6.50","58.03","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","125.6","5.756","5.750","1610","6.50","57.53","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","127.6","5.776","5.770","22218","6.49","20.07","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","131.6","5.816","5.810","91206","6.48","17.86","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","139.6","5.896","5.890","121973","6.48","17.68","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","141.6","5.916","5.910","735250","6.20","17.24","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","4","","143.6","5.936","5.930","138022","6.48","17.62","2018-03-14 08:49:08","NI-5133-002034","WRMSL","SECT9389341","110636851","","",""
"375","U1518","D","1","H","5","","10.4","6.114","6.108","36394","6.50","18.94","2018-03-14 08:56:40","NI-5133-002034","WRMSL","SECT9389371","110636861","","",""
"375","U1518","D","1","H","5","","14.4","6.154","6.148","1574","6.49","58.42","2018-03-14 08:56:40","NI-5133-002034","WRMSL","SECT9389371","110636861","","",""
"375","U1518","D","1","H","5","","22.4","6.234","6.228","28990","6.35","19.34","2018-03-14 08:56:40","NI-5133-002034","WRMSL","SECT9389371","110636861","","",""
"375","U1518","D","1","H","5","","24.4","6.254","6.248","160571","6.49","17.56","2018-03-14 08:56:40","NI-5133-002034","WRMSL","SECT9389371","110636861","","",""
"375","U1518","D","1","H","5","","40.4","6.414","6.407","170584","6.49","17.53","2018-03-14 08:56:40","NI-5133-002034","WRMSL","SECT9389371","110636861","","",""
"375","U1518","D","1","H","5","","44.4","6.454","6.447","168511","6.49","17.54","2018-03-14 08:56:40","NI-5133-002034","WRMSL","SECT9389371","110636861","","",""
"375","U1518","D","1","H","5","","46.4","6.474","6.467","2734836","6.49","17.17","2018-03-14 08:56:40","NI-5133-002034","WRMSL","SECT9389371","110636861","","",""
"375","U1518","D","1","H","5","","82.4","6.834","6.827","326874","5.55","17.32","2018-03-14 08:56:40","NI-5133-002034","WRMSL","SECT9389371","110636861","","",""
"375","U1518","D","1","H","5","","86.4","6.874","6.867","1341","5.55","58.53","2018-03-14 08:56:40","NI-5133-002034","WRMSL","SECT9389371","110636861","","",""
"375","U1518","D","1","H","5","","88.4","6.894","6.887","540651","4.98","17.24","2018-03-14 08:56:40","NI-5133-002034","WRMSL","SECT9389371","110636861","","",""
"375","U1518","D","1","H","5","","94.4","6.954","6.947","44122","6.54","18.63","2018-03-14 08:56:40","NI-5133-002034","WRMSL","SECT9389371","110636861","","",""
