"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CSF-B (m)","P-wave velocity xy (m/s)","Caliper separation (mm)","Sonic traveltime (µs)","Timestamp (UTC)","Instrument","Instrument group","Text ID","Test No.","Sample comments","Test comments","Result comments"
"375","U1518","E","1","H","4","","55.1","5.091","5.062","1575","6.50","58.42","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","57.1","5.111","5.082","1613","6.50","57.47","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","59.1","5.131","5.102","1613","6.50","57.46","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","61.1","5.151","5.122","1651","6.51","56.60","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","63.1","5.171","5.142","1668","6.51","56.22","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","65.1","5.191","5.162","1706","6.51","55.32","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","67.1","5.211","5.181","1638","6.51","56.87","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","69.1","5.231","5.201","1605","6.51","57.71","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","71.1","5.251","5.221","1611","6.51","57.58","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","73.1","5.271","5.241","1615","6.52","57.51","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","75.1","5.291","5.261","1621","6.52","57.37","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","77.1","5.311","5.281","1620","6.52","57.40","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","79.1","5.331","5.301","1631","6.52","57.12","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","81.1","5.351","5.321","1592","6.52","58.10","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","83.1","5.371","5.341","1582","6.52","58.35","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","85.1","5.391","5.360","1579","6.52","58.43","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","87.1","5.411","5.380","1585","6.52","58.27","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","89.1","5.431","5.400","1604","6.51","57.76","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","91.1","5.451","5.420","1620","6.51","57.34","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","93.1","5.471","5.440","1634","6.51","56.98","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","95.1","5.491","5.460","1588","6.51","58.13","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","97.1","5.511","5.480","1584","6.51","58.27","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","99.1","5.531","5.500","1587","6.51","58.21","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","101.1","5.551","5.520","1598","6.52","57.93","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","103.1","5.571","5.540","1605","6.51","57.74","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","105.1","5.591","5.559","1622","6.51","57.30","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","107.1","5.611","5.579","1636","6.51","56.94","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","109.1","5.631","5.599","1684","6.50","55.75","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","111.1","5.651","5.619","1689","6.50","55.63","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","113.1","5.671","5.639","1689","6.50","55.62","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","115.1","5.691","5.659","1622","6.49","57.19","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","117.1","5.711","5.679","1582","6.49","58.17","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","119.1","5.731","5.699","1393","5.51","56.67","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","121.1","5.751","5.719","1520","6.34","58.89","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","123.1","5.771","5.738","1488","6.20","58.86","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","125.1","5.791","5.758","1525","6.35","58.77","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","127.1","5.811","5.778","1420","5.93","58.89","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","129.1","5.831","5.798","1510","6.49","60.13","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","131.1","5.851","5.818","1625","6.49","57.08","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","133.1","5.871","5.838","1600","6.49","57.75","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","4","","135.1","5.891","5.858","1604","6.50","57.69","2018-03-14 10:44:19","NI-5133-002034","WRMSL","SECT9389611","110637271","","",""
"375","U1518","E","1","H","5","","7.2","6.122","6.088","1611","6.53","57.67","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","9.2","6.142","6.107","1627","6.51","57.18","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","11.2","6.162","6.127","1635","6.50","56.91","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","13.2","6.182","6.147","1630","6.49","56.96","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","15.2","6.202","6.167","1548","6.48","59.04","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","17.2","6.222","6.187","1560","6.48","58.70","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","19.2","6.242","6.207","1552","6.48","58.90","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","21.2","6.262","6.227","1553","6.48","58.87","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","23.2","6.282","6.247","1556","6.48","58.79","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","25.2","6.302","6.266","1558","6.48","58.75","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","27.2","6.322","6.286","1553","6.48","58.88","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","29.2","6.342","6.306","1586","6.49","58.05","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","31.2","6.362","6.326","1588","6.35","57.10","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","33.2","6.382","6.346","1608","6.49","57.51","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","35.2","6.402","6.366","1573","6.49","58.43","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","37.2","6.422","6.386","1576","6.50","58.38","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","39.2","6.442","6.406","1587","6.50","58.13","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","41.2","6.462","6.426","1596","6.50","57.91","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","43.2","6.482","6.445","1593","6.51","58.00","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","45.2","6.502","6.465","1609","6.51","57.58","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","47.2","6.522","6.485","1638","6.51","56.87","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","49.2","6.542","6.505","1646","6.50","56.66","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","51.2","6.562","6.525","1721","6.50","54.92","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","53.2","6.582","6.545","1709","6.50","55.19","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","55.2","6.602","6.565","1590","6.51","58.07","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","57.2","6.622","6.585","1596","6.51","57.95","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","59.2","6.642","6.604","1596","6.51","57.94","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","61.2","6.662","6.624","1634","6.52","57.06","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","63.2","6.682","6.644","1635","6.52","57.01","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","65.2","6.702","6.664","1699","6.51","55.48","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","67.2","6.722","6.684","1591","6.51","58.05","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","69.2","6.742","6.704","1586","6.51","58.19","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","71.2","6.762","6.724","1592","6.51","58.04","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","73.2","6.782","6.744","1599","6.51","57.88","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","75.2","6.802","6.764","1607","6.51","57.68","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","77.2","6.822","6.783","1621","6.51","57.30","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","79.2","6.842","6.803","1608","6.50","57.58","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","81.2","6.862","6.823","1700","6.50","55.38","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","83.2","6.882","6.843","1715","6.49","55.02","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","85.2","6.902","6.863","1717","6.49","54.98","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","87.2","6.922","6.883","1700","6.50","55.38","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","89.2","6.942","6.903","1586","6.51","58.17","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","91.2","6.962","6.923","1590","6.51","58.13","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","93.2","6.982","6.942","1596","6.52","58.02","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","95.2","7.002","6.962","1600","6.52","57.91","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","97.2","7.022","6.982","1604","6.52","57.83","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","99.2","7.042","7.002","1604","6.52","57.80","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","101.2","7.062","7.022","1602","6.52","57.84","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","103.2","7.082","7.042","1613","6.52","57.56","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","105.2","7.102","7.062","1613","6.52","57.57","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","107.2","7.122","7.082","1571","6.51","58.61","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","109.2","7.142","7.101","1666","6.51","56.22","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","111.2","7.162","7.121","1678","6.50","55.92","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","113.2","7.182","7.141","1683","6.50","55.79","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","115.2","7.202","7.161","1633","6.50","56.97","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","117.2","7.222","7.181","1628","6.51","57.10","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","119.2","7.242","7.201","1602","6.50","57.74","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","121.2","7.262","7.221","1581","6.50","58.27","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","123.2","7.282","7.241","1573","6.50","58.47","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","125.2","7.302","7.261","1571","6.50","58.53","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","127.2","7.322","7.280","1567","6.50","58.63","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","129.2","7.342","7.300","1568","6.50","58.61","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","131.2","7.362","7.320","1619","6.51","57.35","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","133.2","7.382","7.340","1638","6.51","56.88","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","5","","135.2","7.402","7.360","1642","6.50","56.74","2018-03-14 10:52:49","NI-5133-002034","WRMSL","SECT9389641","110637311","","",""
"375","U1518","E","1","H","6","","7.6","7.636","7.593","1582","6.50","58.25","2018-03-14 10:55:05","NI-5133-002034","WRMSL","SECT9389671","110637351","","",""
"375","U1518","E","1","H","6","","11.6","7.676","7.632","1622","6.50","57.21","2018-03-14 10:55:05","NI-5133-002034","WRMSL","SECT9389671","110637351","","",""
"375","U1518","E","1","H","6","","13.6","7.696","7.652","3274","6.50","37.01","2018-03-14 10:55:05","NI-5133-002034","WRMSL","SECT9389671","110637351","","",""
"375","U1518","E","1","H","6","","15.6","7.716","7.672","1564","6.50","58.74","2018-03-14 10:55:05","NI-5133-002034","WRMSL","SECT9389671","110637351","","",""
"375","U1518","E","1","H","6","","17.6","7.736","7.692","1568","6.50","58.63","2018-03-14 10:55:05","NI-5133-002034","WRMSL","SECT9389671","110637351","","",""
"375","U1518","E","1","H","6","","19.6","7.756","7.712","1605","6.50","57.64","2018-03-14 10:55:05","NI-5133-002034","WRMSL","SECT9389671","110637351","","",""
"375","U1518","E","1","H","6","","21.6","7.776","7.732","1574","6.49","58.42","2018-03-14 10:55:05","NI-5133-002034","WRMSL","SECT9389671","110637351","","",""
"375","U1518","E","1","H","6","","23.6","7.796","7.752","1587","6.49","58.03","2018-03-14 10:55:05","NI-5133-002034","WRMSL","SECT9389671","110637351","","",""
"375","U1518","E","1","H","6","","43.6","7.996","7.950","2687","6.47","41.24","2018-03-14 10:55:05","NI-5133-002034","WRMSL","SECT9389671","110637351","","",""
"375","U1518","E","2","H","1","","62.0","9.320","9.277","1579","6.47","58.14","2018-03-14 11:38:23","NI-5133-002034","WRMSL","SECT9390321","110637971","","",""
"375","U1518","E","2","H","1","","64.0","9.340","9.295","1583","6.47","58.02","2018-03-14 11:38:23","NI-5133-002034","WRMSL","SECT9390321","110637971","","",""
"375","U1518","E","2","H","1","","68.0","9.380","9.333","1724","6.46","54.63","2018-03-14 11:38:23","NI-5133-002034","WRMSL","SECT9390321","110637971","","",""
"375","U1518","E","2","H","1","","90.0","9.600","9.537","1612","6.49","57.38","2018-03-14 11:38:23","NI-5133-002034","WRMSL","SECT9390321","110637971","","",""
"375","U1518","E","2","H","1","","92.0","9.620","9.556","1613","6.48","57.36","2018-03-14 11:38:23","NI-5133-002034","WRMSL","SECT9390321","110637971","","",""
"375","U1518","E","2","H","1","","100.0","9.700","9.630","1534","6.21","57.61","2018-03-14 11:38:23","NI-5133-002034","WRMSL","SECT9390321","110637971","","",""
"375","U1518","E","2","H","1","","102.0","9.720","9.649","1571","6.35","57.56","2018-03-14 11:38:23","NI-5133-002034","WRMSL","SECT9390321","110637971","","",""
"375","U1518","E","2","H","1","","104.0","9.740","9.668","1607","6.48","57.49","2018-03-14 11:38:23","NI-5133-002034","WRMSL","SECT9390321","110637971","","",""
"375","U1518","E","2","H","1","","106.0","9.760","9.686","1620","6.47","57.11","2018-03-14 11:38:23","NI-5133-002034","WRMSL","SECT9390321","110637971","","",""
"375","U1518","E","2","H","1","","108.0","9.780","9.705","1575","6.46","58.19","2018-03-14 11:38:23","NI-5133-002034","WRMSL","SECT9390321","110637971","","",""
"375","U1518","E","2","H","1","","114.0","9.840","9.761","1621","6.45","56.92","2018-03-14 11:38:23","NI-5133-002034","WRMSL","SECT9390321","110637971","","",""
"375","U1518","E","2","H","1","","116.0","9.860","9.779","1585","6.44","57.79","2018-03-14 11:38:23","NI-5133-002034","WRMSL","SECT9390321","110637971","","",""
