#HOLE:,U1518B
#EXPEDITION:,372
#TOP:,54.9772
#BOTTOM:,565.0600
DEPTH_LSF,DTCO,DTSM,VCO,VSH
m,us/ft,us/ft,km/s,km/s
127.9768,152.38643,-999.25,2.0002,-999.25
128.1292,152.26462,-999.25,2.0018,-999.25
128.2816,153.25908,-999.25,1.9888,-999.25
128.4340,154.49843,-999.25,1.9728,-999.25
128.5864,155.15446,-999.25,1.9645,-999.25
128.7388,155.38098,-999.25,1.9616,-999.25
128.8912,156.70598,-999.25,1.9450,-999.25
129.0436,158.44626,-999.25,1.9237,-999.25
129.1960,159.08377,-999.25,1.9160,-999.25
129.3484,159.74292,-999.25,1.9081,-999.25
129.5008,160.46176,-999.25,1.8995,-999.25
129.6532,159.47464,-999.25,1.9113,-999.25
129.8056,157.48140,-999.25,1.9355,-999.25
129.9580,156.99582,-999.25,1.9415,-999.25
130.1104,158.01361,-999.25,1.9289,-999.25
130.2628,159.92322,-999.25,1.9059,-999.25
130.4152,158.12386,-999.25,1.9276,-999.25
130.5676,155.77908,-999.25,1.9566,-999.25
130.7200,156.89229,-999.25,1.9427,-999.25
130.8724,158.72844,-999.25,1.9203,-999.25
131.0248,161.67055,-999.25,1.8853,-999.25
131.1772,164.29732,-999.25,1.8552,-999.25
131.3296,163.79831,-999.25,1.8608,-999.25
131.4820,161.33052,-999.25,1.8893,-999.25
131.6344,156.33525,-999.25,1.9497,-999.25
131.7868,153.40753,-999.25,1.9869,-999.25
131.9392,151.14891,-999.25,2.0166,-999.25
132.0916,150.27071,-999.25,2.0283,-999.25
132.2440,150.86098,-999.25,2.0204,-999.25
132.3964,152.47047,-999.25,1.9991,-999.25
132.5488,154.68459,-999.25,1.9705,-999.25
132.7012,156.04376,-999.25,1.9533,-999.25
132.8536,157.48514,-999.25,1.9354,-999.25
133.0060,158.05542,-999.25,1.9284,-999.25
133.1584,158.05850,-999.25,1.9284,-999.25
133.3108,160.08522,-999.25,1.9040,-999.25
133.4632,160.03731,-999.25,1.9046,-999.25
133.6156,158.00017,-999.25,1.9291,-999.25
133.7680,156.35988,-999.25,1.9493,-999.25
133.9204,156.63060,-999.25,1.9460,-999.25
134.0728,156.83052,-999.25,1.9435,-999.25
134.2252,155.55171,-999.25,1.9595,-999.25
134.3776,154.23068,-999.25,1.9763,-999.25
134.5300,154.20926,-999.25,1.9765,-999.25
134.6824,156.29645,-999.25,1.9501,-999.25
134.8348,157.71086,-999.25,1.9327,-999.25
134.9872,155.86775,-999.25,1.9555,-999.25
135.1396,153.20755,-999.25,1.9895,-999.25
135.2920,154.10948,-999.25,1.9778,-999.25
135.4444,159.45787,-999.25,1.9115,-999.25
135.5968,163.12387,-999.25,1.8685,-999.25
135.7492,163.44783,-999.25,1.8648,-999.25
135.9016,162.24246,-999.25,1.8787,-999.25
136.0540,162.68893,-999.25,1.8735,-999.25
136.2064,165.55542,-999.25,1.8411,-999.25
136.3588,168.68634,-999.25,1.8069,-999.25
136.5112,171.61974,-999.25,1.7760,-999.25
136.6636,172.41122,-999.25,1.7679,-999.25
