x,y,vp,vs,density
-35080.93567625339,-1062.4859385807122,1.727550360982601,0.20993269768419154,1940.557646924576
-34913.89543005412,-1066.487905748788,1.727550360982601,0.20993269768419154,1940.557646924576
-34746.85518385485,-1069.1515417739677,1.727550360982601,0.20993269768419154,1940.557646924576
-34579.81493765558,-1071.8151777991472,1.727550360982601,0.20993269768419154,1940.557646924576
-34412.77469145631,-1074.478813824327,1.727550360982601,0.20993269768419154,1940.557646924576
-34245.73444525704,-1076.338705497141,1.727550360982601,0.20993269768419154,1940.557646924576
-34078.69419905777,-1077.39501192745,1.727550360982601,0.20993269768419154,1940.557646924576
-33911.6539528585,-1077.7092555642423,1.727550360982601,0.20993269768419154,1940.557646924576
-33744.61370665922,-1077.8919501292328,1.727550360982601,0.20993269768419154,1940.557646924576
-33577.57346045995,-1078.8789385956143,1.727550360982601,0.20993269768419154,1940.557646924576
-33410.53321426068,-1079.865927061996,1.727550360982601,0.20993269768419154,1940.557646924576
-33243.49296806141,-1080.8529155283777,1.727550360982601,0.20993269768419154,1940.557646924576
-33076.45272186214,-1081.740702694458,1.727550360982601,0.20993269768419154,1940.557646924576
-32909.412475662866,-1082.1317802738831,1.727550360982601,0.20993269768419154,1940.557646924576
-32742.372229463595,-1082.5228578533083,1.727550360982601,0.20993269768419154,1940.557646924576
-32575.331983264325,-1082.9139354327335,1.727550360982601,0.20993269768419154,1940.557646924576
-32408.291737065054,-1083.3050130121585,1.727550360982601,0.20993269768419154,1940.557646924576
-32241.251490865783,-1083.9569850437456,1.727550360982601,0.20993269768419154,1940.557646924576
-32074.211244666512,-1085.1129622717935,1.727550360982601,0.20993269768419154,1940.557646924576
-31907.17099846724,-1086.0819064536684,1.727550360982601,0.20993269768419154,1940.557646924576
-31740.130752267967,-1087.0508506355434,1.727550360982601,0.20993269768419154,1940.557646924576
-31573.090506068696,-1088.0197948174182,1.727550360982601,0.20993269768419154,1940.557646924576
-31406.050259869426,-1088.9887389992932,1.727550360982601,0.20993269768419154,1940.557646924576
-31239.010013670155,-1089.8453939313752,1.727550360982601,0.20993269768419154,1940.557646924576
-31071.969767470884,-1090.5007724386608,1.727550360982601,0.20993269768419154,1940.557646924576
-30904.92952127161,-1091.1561509459464,1.727550360982601,0.20993269768419154,1940.557646924576
-30737.88927507234,-1091.811529453232,1.727550360982601,0.20993269768419154,1940.557646924576
-30570.849028873068,-1092.4669079605173,1.727550360982601,0.20993269768419154,1940.557646924576
-30403.808782673797,-1092.9297176196665,1.727550360982601,0.20993269768419154,1940.557646924576
-30236.768536474527,-1092.3678534420362,1.727550360982601,0.20993269768419154,1940.557646924576
-30069.728290275256,-1092.3055581461235,1.727550360982601,0.20993269768419154,1940.557646924576
-29902.688044075985,-1092.243262850211,1.727550360982601,0.20993269768419154,1940.557646924576
-29735.647797876714,-1092.1809675542984,1.727550360982601,0.20993269768419154,1940.557646924576
-29568.60755167744,-1092.118672258386,1.727550360982601,0.20993269768419154,1940.557646924576
-29401.56730547817,-1091.7967954217738,1.727550360982601,0.20993269768419154,1940.557646924576
-29234.5270592789,-1090.7315434023192,1.727550360982601,0.20993269768419154,1940.557646924576
-29067.486813079628,-1089.6662913828645,1.727550360982601,0.20993269768419154,1940.557646924576
-28900.446566880357,-1088.6010393634099,1.727550360982601,0.20993269768419154,1940.557646924576
-28733.406320681082,-1087.5357873439552,1.727550360982601,0.20993269768419154,1940.557646924576
-28566.36607448181,-1086.44431935194,1.727550360982601,0.20993269768419154,1940.557646924576
-28399.32582828254,-1085.2713187754423,1.727550360982601,0.20993269768419154,1940.557646924576
-28232.28558208327,-1084.0798540491216,1.727550360982601,0.20993269768419154,1940.557646924576
-28065.245335884,-1082.3587338625657,1.727550360982601,0.20993269768419154,1940.557646924576
-27898.20508968473,-1080.6376136760096,1.727550360982601,0.20993269768419154,1940.557646924576
-27731.164843485458,-1078.9164934894534,1.727550360982601,0.20993269768419154,1940.557646924576
-27564.124597286187,-1077.1953733028975,1.727550360982601,0.20993269768419154,1940.557646924576
-27397.084351086916,-1075.4742531163413,1.727550360982601,0.20993269768419154,1940.557646924576
-27230.044104887642,-1074.6545351371778,1.727550360982601,0.20993269768419154,1940.557646924576
-27063.00385868837,-1074.1749955377,1.727550360982601,0.20993269768419154,1940.557646924576
-26895.9636124891,-1073.7870786739709,1.727550360982601,0.20993269768419154,1940.557646924576
-26728.92336628983,-1073.3991618102418,1.727550360982601,0.20993269768419154,1940.557646924576
-26561.883120090555,-1073.0112449465128,1.727550360982601,0.20993269768419154,1940.557646924576
-26394.842873891284,-1072.7112084367866,1.727550360982601,0.20993269768419154,1940.557646924576
-26227.802627692014,-1072.5021755965074,1.727550360982601,0.20993269768419154,1940.557646924576
-26060.762381492743,-1074.921850600109,1.727550360982601,0.20993269768419154,1940.557646924576
-25893.722135293472,-1077.4269032458985,1.727550360982601,0.20993269768419154,1940.557646924576
-25726.6818890942,-1079.931955891688,1.727550360982601,0.20993269768419154,1940.557646924576
-25559.64164289493,-1082.4370085374774,1.727550360982601,0.20993269768419154,1940.557646924576
-25392.60139669566,-1083.2320125436572,1.727550360982601,0.20993269768419154,1940.557646924576
-25225.56115049639,-1081.76201075156,1.727550360982601,0.20993269768419154,1940.557646924576
-25058.52090429712,-1081.9521816265815,1.727550360982601,0.20993269768419154,1940.557646924576
-24891.480658097844,-1082.2007012012073,1.727550360982601,0.20993269768419154,1940.557646924576
-24724.440411898573,-1082.449220775833,1.727550360982601,0.20993269768419154,1940.557646924576
-24557.400165699302,-1082.6977403504588,1.727550360982601,0.20993269768419154,1940.557646924576
-24390.359919500028,-1080.841169997709,1.727550360982601,0.20993269768419154,1940.557646924576
-24223.319673300757,-1077.4634728232263,1.727550360982601,0.20993269768419154,1940.557646924576
-24056.279427101486,-1069.1595989242207,1.727550360982601,0.20993269768419154,1940.557646924576
-23889.239180902216,-1060.855725025215,1.727550360982601,0.20993269768419154,1940.557646924576
-23722.198934702945,-1052.5518511262094,1.727550360982601,0.20993269768419154,1940.557646924576
-23555.158688503674,-1044.5868457803072,1.727550360982601,0.20993269768419154,1940.557646924576
-23388.118442304403,-1040.59059203493,1.727550360982601,0.20993269768419154,1940.557646924576
-23221.078196105133,-1034.9021555913137,1.727550360982601,0.20993269768419154,1940.557646924576
-23054.03794990586,-1026.6118611552138,1.727550360982601,0.20993269768419154,1940.557646924576
-22886.99770370659,-1018.3215667191138,1.7282838112855055,0.21261673612101462,1940.0949447407622
-22719.957457507317,-1010.0312722830137,1.7290172615884096,0.2153007745578377,1939.6322425569483
-22552.917211308046,-1008.2634589121878,1.729750711891314,0.21798481299466071,1939.1695403731346
-22385.876965108775,-1009.7974333930691,1.7304841621942182,0.22066885143148382,1938.7068381893207
-22218.836718909504,-1016.2868387347368,1.7312176124971226,0.2233528898683069,1938.244136005507
-22051.79647271023,-1022.9744179444887,1.731951062800027,0.22603692830512995,1937.781433821693
-21884.75622651096,-1029.6619971542405,1.7326845131029311,0.22872096674195302,1937.3187316378792
-21717.71598031169,-1037.6760476101083,1.7334179634058355,0.2314050051787761,1936.8560294540655
-21550.675734112418,-1048.2311315459083,1.73415141370874,0.23408904361559918,1936.3933272702516
-21383.635487913147,-1064.3318187887667,1.734884864011644,0.23677308205242226,1935.9306250864379
-21216.595241713876,-1083.0105462941578,1.7356183143145485,0.2394571204892453,1935.4679229026242
-21049.554995514605,-1101.6892737995493,1.7363517646174527,0.24214115892606838,1935.0052207188103
-20882.514749315334,-1119.4180508787747,1.737085214920357,0.24482519736289146,1934.5425185349966
-20715.474503116064,-1129.8415190646526,1.7378186652232614,0.2475092357997145,1934.0798163511827
-20548.43425691679,-1141.368114726806,1.7385521155261656,0.2501932742365376,1933.6171141673688
-20381.39401071752,-1153.8673759946953,1.73928556582907,0.25287731267336067,1933.154411983555
-20214.353764518248,-1166.3666372625844,1.7400190161319742,0.25556135111018374,1932.6917097997411
-20047.313518318977,-1178.8658985304735,1.7407524664348786,0.2582453895470068,1932.2290076159275
-19880.273272119706,-1179.1096164412527,1.741485916737783,0.2609294279838299,1931.7663054321138
-19713.233025920435,-1176.9824230027991,1.7422193670406871,0.263613466420653,1931.3036032482999
-19546.19277972116,-1172.9068431844094,1.7429528173435915,0.266297504857476,1930.840901064486
-19379.15253352189,-1168.8312633660198,1.743686267646496,0.2689815432942991,1930.378198880672
-19212.11228732262,-1164.75568354763,1.7444197179494,0.27166558173112215,1929.9154966968583
-19045.07204112335,-1153.8175856659361,1.7451531682523045,0.27434962016794523,1929.4527945130446
-18878.031794924078,-1139.4966991694941,1.7458866185552089,0.2770336586047683,1928.9900923292307
-18710.991548724807,-1123.196557172003,1.746620068858113,0.2797176970415914,1928.527390145417
-18543.951302525536,-1106.8964151745117,1.7473535191610174,0.2824017354784144,1928.064687961603
-18376.911056326262,-1090.5962731770203,1.7480869694639216,0.2850857739152375,1927.6019857777892
-18209.87081012699,-1070.9526245291047,1.748820419766826,0.28776981235206056,1927.1392835939755
-18042.83056392772,-1049.224135567371,1.7495538700697304,0.29045385078888364,1926.6765814101616
-17875.79031772845,-1026.8007384250263,1.7502873203726346,0.2931378892257067,1926.213879226348
-17708.75007152918,-1004.3773412826814,1.751020770675539,0.2958219276625298,1925.751177042534
-17541.70982532991,-981.9539441403367,1.7517542209784431,0.29850596609935287,1925.2884748587203
-17374.669579130634,-959.4896434504362,1.7524876712813475,0.30119000453617595,1924.8257726749066
-17207.629332931363,-940.4430899643583,1.753221121584252,0.303874042972999,1924.3630704910925
-17040.589086732092,-922.1919806635296,1.753954571887156,0.3065580814098221,1923.9003683072788
-16873.54884053282,-903.940871362701,1.7546880221900605,0.3092421198466452,1923.437666123465
-16706.50859433355,-885.864125452675,1.7554214724929644,0.3119261582834682,1922.9749639396512
-16539.46834813428,-874.2401277050772,1.756154922795869,0.3146101967202913,1922.5122617558375
-16372.42810193501,-873.2411420080755,1.7568883730987734,0.31729423515711436,1922.0495595720236
-16205.387855735735,-872.8958927515852,1.7576218234016776,0.31997827359393743,1921.5868573882099
-16038.347609536464,-872.5506434950948,1.758355273704582,0.3226623120307605,1921.124155204396
-15871.307363337193,-872.2865956294978,1.7590887240074864,0.32534635046758353,1920.661453020582
-15704.267117137922,-882.2643150541264,1.7598221743103906,0.3280303889044066,1920.1987508367683
-15537.226870938652,-895.5784535278483,1.760555624613295,0.3307144273412297,1919.7360486529544
-15370.186624739381,-912.7804950688887,1.7612890749161991,0.33339846577805277,1919.2733464691407
-15203.14637854011,-932.1878335790582,1.7620225252191035,0.33608250421487584,1918.810644285327
-15036.106132340836,-954.5924405321128,1.762755975522008,0.3387665426516989,1918.3479421015131
-14869.065886141565,-983.7513592257067,1.763489425824912,0.341450581088522,1917.8852399176994
-14702.025639942294,-1013.913218360874,1.7642228761278165,0.3441346195253451,1917.4225377338853
-14534.985393743023,-1044.806399671461,1.7649563264307206,0.34681865796216815,1916.9598355500716
-14367.945147543753,-1075.6995809820478,1.765689776733625,0.34950269639899123,1916.497133366258
-14200.904901344482,-1107.891712102437,1.7664232270365294,0.3521867348358143,1916.034431182444
-14033.864655145211,-1143.4373529104112,1.7671566773394336,0.35487077327263733,1915.5717289986303
-13866.824408945937,-1178.0098755487793,1.767890127642338,0.3575548117094604,1915.1090268148164
-13699.784162746666,-1212.582398187147,1.7686235779452424,0.3602388501462835,1914.6463246310027
-13532.743916547395,-1247.0972949433651,1.7693570282481466,0.36292288858310656,1914.1836224471888
-13365.703670348124,-1280.1940931186878,1.770090478551051,0.36560692701992964,1913.7209202633749
-13198.663424148854,-1315.5672736319545,1.7708239288539551,0.36829096545675266,1913.2582180795612
-13031.623177949583,-1351.0709334808894,1.7715573791568595,0.37097500389357574,1912.7955158957475
-12864.582931750308,-1386.574593329825,1.772290829459764,0.3736590423303988,1912.3328137119336
-12697.542685551038,-1421.245294533505,1.773024279762668,0.3763430807672219,1911.8701115281199
-12530.502439351767,-1451.6787792004973,1.7737577300655725,0.37902711920404497,1911.407409344306
-12363.462193152496,-1487.9594058684404,1.7744911803684769,0.38171115764086805,1910.944707160492
-12196.421946953225,-1525.2756055413868,1.775224630671381,0.3843951960776911,1910.4820049766784
-12029.381700753955,-1561.0905760050769,1.7759580809742854,0.3870792345145142,1910.0193027928644
-11862.341454554684,-1589.6110270418949,1.7766915312771896,0.3897632729513373,1909.5566006090507
-11695.30120835541,-1618.1314780787138,1.777424981580094,0.39244731138816036,1909.0938984252368
-11528.260962156139,-1653.2541419535303,1.7781584318829984,0.39513134982498344,1908.6311962414231
-11361.220715956868,-1689.2780680434837,1.7788918821859026,0.39781538826180646,1908.1684940576095
-11194.180469757597,-1715.9020635115694,1.779625332488807,0.40049942669862953,1907.7057918737953
-11027.140223558326,-1742.526058979655,1.7803587827917111,0.4031834651354526,1907.2430896899816
-10860.099977359056,-1769.1500544477406,1.7810922330946155,0.4058675035722757,1906.7803875061677
-10693.059731159785,-1799.3681966297534,1.78182568339752,0.4085515420090987,1906.317685322354
-10526.01948496051,-1823.5240235350964,1.782559133700424,0.4112355804459218,1905.8549831385403
-10358.97923876124,-1847.276122814094,1.7832925840033285,0.41391961888274487,1905.3922809547264
-10191.938992561969,-1871.0282220930915,1.7840260343062329,0.41660365731956794,1904.9295787709127
-10024.898746362698,-1896.6073993225093,1.784759484609137,0.419287695756391,1904.4668765870986
-9857.858500163427,-1921.4842081193408,1.7854929349120414,0.4219717341932141,1904.0041744032849
-9690.818253964157,-1943.5536181004268,1.7862263852149456,0.4246557726300372,1903.5414722194712
-9523.778007764886,-1965.623028081513,1.78695983551785,0.42733981106686025,1903.0787700356573
-9356.737761565611,-1987.6924380625996,1.7876932858207544,0.43002384950368333,1902.6160678518436
-9189.69751536634,-2010.0741682595683,1.7884267361236588,0.4327078879405064,1902.15336566803
-9022.65726916707,-2036.7896851995945,1.789160186426563,0.4353919263773295,1901.690663484216
-8855.6170229678,-2058.527683705323,1.789893636729467,0.43807596481415256,1901.227961300402
-8688.576776768528,-2079.309775155958,1.7906270870323715,0.4407600032509756,1900.7652591165881
-8521.536530569258,-2100.091866606593,1.791360537335276,0.44344404168779866,1900.3025569327745
-8354.496284369983,-2124.3516266443257,1.79209398763818,0.44612808012462174,1899.8398547489608
-8187.456038170712,-2151.176012843951,1.7928274379410845,0.4488121185614448,1899.3771525651468
-8020.415791971442,-2181.327022865527,1.7935608882439888,0.4514961569982679,1898.9144503813332
-7853.375545772171,-2211.4780328871025,1.794294338546893,0.4541801954350909,1898.4517481975192
-7686.3352995729,-2241.345494665619,1.7950277888497974,0.456864233871914,1897.9890460137055
-7519.295053373629,-2270.6929450738385,1.7957612391527016,0.45954827230873707,1897.5263438298916
-7352.254807174359,-2306.8423449639836,1.796494689455606,0.46223231074556015,1897.0636416460777
-7185.214560975084,-2341.955313046846,1.7972281397585104,0.4649163491823832,1896.600939462264
-7018.174314775813,-2375.8048683073716,1.7979615900614143,0.4676003876192063,1896.13823727845
-6851.134068576543,-2414.270330562595,1.798695040364319,0.4702844260560294,1895.6755350946364
-6684.093822377272,-2456.9290391811815,1.799428490667223,0.47296846449285246,1895.2128329108227
-6517.053576178001,-2499.5877477997683,1.8001619409701275,0.47565250292967554,1894.7501307270088
-6350.01332997873,-2541.532930463145,1.8008953912730319,0.4783365413664986,1894.287428543195
-6182.97308377946,-2590.484161967457,1.801628841575936,0.48102057980332164,1893.824726359381
-6015.932837580185,-2638.7782571929897,1.8023622918788405,0.4837046182401447,1893.3620241755673
-5848.892591380914,-2687.069956361683,1.8030957421817448,0.4863886566769678,1892.8993219917536
-5681.852345181644,-2734.947935639624,1.803829192484649,0.48907269511379087,1892.4366198079397
-5514.812098982373,-2782.556816793778,1.8045626427875534,0.49175673355061394,1891.973917624126
-5347.771852783102,-2830.354653369652,1.8052960930904576,0.494440771987437,1891.5112154403123
-5180.731606583831,-2878.1524899455258,1.806029543393362,0.4971248104242601,1891.0485132564982
-5013.6913603845605,-2917.164501195162,1.8067629936962664,0.4998088488610831,1890.5858110726845
-4846.651114185286,-2952.9348562903656,1.8074964439991705,0.5024928872979062,1890.1231088888705
-4679.610867986015,-2986.5210746259554,1.808229894302075,0.5051769257347293,1889.6604067050569
-4512.570621786745,-3017.129333843151,1.808963344604979,0.5078609641715524,1889.1977045212432
-4345.530375587474,-3030.574252365761,1.8096967949078835,0.5105450026083754,1888.7350023374293
-4178.490129388199,-3040.8395727044676,1.8104302452107879,0.5132290410451985,1888.2723001536156
-4011.4498831889287,-3051.1048930431743,1.811163695513692,0.5159130794820216,1887.8095979698014
-37085.41863064465,-954.70077,1.7373618395777433,0.2227161184470467,1946.990244841436
-36918.37838444538,-968.0923501268841,1.7373618395777433,0.2227161184470467,1946.990244841436
-36751.33813824611,-981.4839302537681,1.7373618395777433,0.2227161184470467,1946.990244841436
-36584.29789204684,-994.8755103806521,1.7373618395777433,0.2227161184470467,1946.990244841436
-36417.25764584757,-1008.2670905075361,1.7373618395777433,0.2227161184470467,1946.990244841436
-36250.217399648296,-1021.6586706344201,1.7373618395777433,0.2227161184470467,1946.990244841436
-36083.177153449025,-1033.1817107507597,1.7373618395777433,0.2227161184470467,1946.990244841436
-35916.13690724975,-1039.2288811612439,1.7373618395777433,0.2227161184470467,1946.990244841436
-35749.09666105048,-1045.2760515717275,1.7373618395777433,0.2227161184470467,1946.990244841436
-35582.056414851206,-1051.5204354991167,1.7373618395777433,0.2227161184470467,1946.990244841436
-35415.016168651935,-1058.5756031929818,1.7373618395777433,0.2227161184470467,1946.990244841436
-35247.975922452664,-1065.630770886847,1.7373618395777433,0.2227161184470467,1946.990244841436
-35080.93567625339,-1072.6859385807122,1.7373618395777433,0.2227161184470467,1946.990244841436
-34913.89543005412,-1076.687905748788,1.7373618395777433,0.2227161184470467,1946.990244841436
-34746.85518385485,-1079.3515417739677,1.7373618395777433,0.2227161184470467,1946.990244841436
-34579.81493765558,-1082.0151777991473,1.7373618395777433,0.2227161184470467,1946.990244841436
-34412.77469145631,-1084.6788138243269,1.7373618395777433,0.2227161184470467,1946.990244841436
-34245.73444525704,-1086.5387054971409,1.7373618395777433,0.2227161184470467,1946.990244841436
-34078.69419905777,-1087.5950119274498,1.7373618395777433,0.2227161184470467,1946.990244841436
-33911.6539528585,-1087.9092555642424,1.7373618395777433,0.2227161184470467,1946.990244841436
-33744.61370665922,-1088.0919501292326,1.7373618395777433,0.2227161184470467,1946.990244841436
-33577.57346045995,-1089.0789385956143,1.7373618395777433,0.2227161184470467,1946.990244841436
-33410.53321426068,-1090.065927061996,1.7373618395777433,0.2227161184470467,1946.990244841436
-33243.49296806141,-1091.0529155283775,1.7373618395777433,0.2227161184470467,1946.990244841436
-33076.45272186214,-1091.940702694458,1.7373618395777433,0.2227161184470467,1946.990244841436
-32909.412475662866,-1092.3317802738832,1.7373618395777433,0.2227161184470467,1946.990244841436
-32742.372229463595,-1092.7228578533081,1.7373618395777433,0.2227161184470467,1946.990244841436
-32575.331983264325,-1093.1139354327333,1.7373618395777433,0.2227161184470467,1946.990244841436
-32408.291737065054,-1093.5050130121585,1.7373618395777433,0.2227161184470467,1946.990244841436
-32241.251490865783,-1094.1569850437456,1.7373618395777433,0.2227161184470467,1946.990244841436
-32074.211244666512,-1095.3129622717934,1.7373618395777433,0.2227161184470467,1946.990244841436
-31907.17099846724,-1096.2819064536684,1.7373618395777433,0.2227161184470467,1946.990244841436
-31740.130752267967,-1097.2508506355432,1.7373618395777433,0.2227161184470467,1946.990244841436
-31573.090506068696,-1098.2197948174182,1.7373618395777433,0.2227161184470467,1946.990244841436
-31406.050259869426,-1099.1887389992933,1.7373618395777433,0.2227161184470467,1946.990244841436
-31239.010013670155,-1100.045393931375,1.7373618395777433,0.2227161184470467,1946.990244841436
-31071.969767470884,-1100.7007724386606,1.7373618395777433,0.2227161184470467,1946.990244841436
-30904.92952127161,-1101.3561509459462,1.7373618395777433,0.2227161184470467,1946.990244841436
-30737.88927507234,-1102.0115294532318,1.7373618395777433,0.2227161184470467,1946.990244841436
-30570.849028873068,-1102.6669079605174,1.7373618395777433,0.2227161184470467,1946.990244841436
-30403.808782673797,-1103.1297176196663,1.7373618395777433,0.2227161184470467,1946.990244841436
-30236.768536474527,-1102.567853442036,1.7373618395777433,0.2227161184470467,1946.990244841436
-30069.728290275256,-1102.5055581461236,1.7373618395777433,0.2227161184470467,1946.990244841436
-29902.688044075985,-1102.4432628502109,1.7373618395777433,0.2227161184470467,1946.990244841436
-29735.647797876714,-1102.3809675542984,1.7373618395777433,0.2227161184470467,1946.990244841436
-29568.60755167744,-1102.318672258386,1.7373618395777433,0.2227161184470467,1946.990244841436
-29401.56730547817,-1101.9967954217736,1.7373618395777433,0.2227161184470467,1946.990244841436
-29234.5270592789,-1100.931543402319,1.7373618395777433,0.2227161184470467,1946.990244841436
-29067.486813079628,-1099.8662913828643,1.7373618395777433,0.2227161184470467,1946.990244841436
-28900.446566880357,-1098.8010393634097,1.7373618395777433,0.2227161184470467,1946.990244841436
-28733.406320681082,-1097.735787343955,1.7373618395777433,0.2227161184470467,1946.990244841436
-28566.36607448181,-1096.6443193519399,1.7373618395777433,0.2227161184470467,1946.990244841436
-28399.32582828254,-1095.4713187754423,1.7373618395777433,0.2227161184470467,1946.990244841436
-28232.28558208327,-1094.2798540491217,1.7373618395777433,0.2227161184470467,1946.990244841436
-28065.245335884,-1092.5587338625655,1.7373618395777433,0.2227161184470467,1946.990244841436
-27898.20508968473,-1090.8376136760094,1.7373618395777433,0.2227161184470467,1946.990244841436
-27731.164843485458,-1089.1164934894534,1.7373618395777433,0.2227161184470467,1946.990244841436
-27564.124597286187,-1087.3953733028973,1.7373618395777433,0.2227161184470467,1946.990244841436
-27397.084351086916,-1085.674253116341,1.7373618395777433,0.2227161184470467,1946.990244841436
-27230.044104887642,-1084.8545351371777,1.7373618395777433,0.2227161184470467,1946.990244841436
-27063.00385868837,-1084.3749955376998,1.7373618395777433,0.2227161184470467,1946.990244841436
-26895.9636124891,-1083.9870786739707,1.7373618395777433,0.2227161184470467,1946.990244841436
-26728.92336628983,-1083.5991618102416,1.7373618395777433,0.2227161184470467,1946.990244841436
-26561.883120090555,-1083.2112449465126,1.7373618395777433,0.2227161184470467,1946.990244841436
-26394.842873891284,-1082.9112084367866,1.7373618395777433,0.2227161184470467,1946.990244841436
-26227.802627692014,-1082.7021755965072,1.7373618395777433,0.2227161184470467,1946.990244841436
-26060.762381492743,-1085.121850600109,1.7373618395777433,0.2227161184470467,1946.990244841436
-25893.722135293472,-1087.6269032458983,1.7373618395777433,0.2227161184470467,1946.990244841436
-25726.6818890942,-1090.1319558916878,1.7373618395777433,0.2227161184470467,1946.990244841436
-25559.64164289493,-1092.6370085374772,1.7373618395777433,0.2227161184470467,1946.990244841436
-25392.60139669566,-1093.432012543657,1.7373618395777433,0.2227161184470467,1946.990244841436
-25225.56115049639,-1091.9620107515598,1.7373618395777433,0.2227161184470467,1946.990244841436
-25058.52090429712,-1092.1521816265813,1.7373618395777433,0.2227161184470467,1946.990244841436
-24891.480658097844,-1092.400701201207,1.7373618395777433,0.2227161184470467,1946.990244841436
-24724.440411898573,-1092.6492207758329,1.7373618395777433,0.2227161184470467,1946.990244841436
-24557.400165699302,-1092.8977403504587,1.7373618395777433,0.2227161184470467,1946.990244841436
-24390.359919500028,-1091.0411699977087,1.7373618395777433,0.2227161184470467,1946.990244841436
-24223.319673300757,-1087.6634728232261,1.7373618395777433,0.2227161184470467,1946.990244841436
-24056.279427101486,-1079.3595989242206,1.7373618395777433,0.2227161184470467,1946.990244841436
-23889.239180902216,-1071.055725025215,1.7373618395777433,0.2227161184470467,1946.990244841436
-23722.198934702945,-1062.7518511262094,1.7373618395777433,0.2227161184470467,1946.990244841436
-23555.158688503674,-1054.7868457803072,1.7373618395777433,0.2227161184470467,1946.990244841436
-23388.118442304403,-1050.79059203493,1.7373618395777433,0.2227161184470467,1946.990244841436
-23221.078196105133,-1045.1021555913137,1.7373618395777433,0.2227161184470467,1946.990244841436
-23054.03794990586,-1036.8118611552138,1.7373618395777433,0.2227161184470467,1946.990244841436
-22886.99770370659,-1028.5215667191137,1.738178029928863,0.22531589991068493,1946.528750320576
-22719.957457507317,-1020.2312722830137,1.7389942202799828,0.22791568137432316,1946.067255799716
-22552.917211308046,-1018.4634589121879,1.7398104106311025,0.2305154628379614,1945.6057612788557
-22385.876965108775,-1019.9974333930692,1.7406266009822224,0.23311524430159963,1945.1442667579956
-22218.836718909504,-1026.4868387347367,1.7414427913333421,0.23571502576523787,1944.6827722371356
-22051.79647271023,-1033.1744179444886,1.7422589816844618,0.2383148072288761,1944.2212777162756
-21884.75622651096,-1039.8619971542403,1.7430751720355817,0.24091458869251434,1943.7597831954154
-21717.71598031169,-1047.8760476101081,1.7438913623867014,0.24351437015615257,1943.2982886745554
-21550.675734112418,-1058.4311315459083,1.7447075527378213,0.2461141516197908,1942.8367941536953
-21383.635487913147,-1074.5318187887665,1.745523743088941,0.24871393308342904,1942.3752996328349
-21216.595241713876,-1093.210546294158,1.7463399334400607,0.25131371454706725,1941.9138051119749
-21049.554995514605,-1111.889273799549,1.7471561237911806,0.2539134960107055,1941.4523105911148
-20882.514749315334,-1129.6180508787745,1.7479723141423003,0.2565132774743437,1940.9908160702546
-20715.474503116064,-1140.0415190646524,1.7487885044934202,0.259113058937982,1940.5293215493946
-20548.43425691679,-1151.5681147268058,1.7496046948445398,0.26171284040162013,1940.0678270285346
-20381.39401071752,-1164.067375994695,1.7504208851956595,0.26431262186525845,1939.6063325076746
-20214.353764518248,-1176.5666372625842,1.7512370755467794,0.26691240332889665,1939.1448379868143
-20047.313518318977,-1189.0658985304733,1.7520532658978991,0.2695121847925349,1938.6833434659543
-19880.273272119706,-1189.3096164412525,1.752869456249019,0.2721119662561731,1938.2218489450943
-19713.233025920435,-1187.182423002799,1.7536856466001387,0.2747117477198114,1937.760354424234
-19546.19277972116,-1183.1068431844092,1.7545018369512584,0.2773115291834496,1937.298859903374
-19379.15253352189,-1179.0312633660196,1.7553180273023783,0.27991131064708785,1936.837365382514
-19212.11228732262,-1174.9556835476299,1.756134217653498,0.28251109211072606,1936.3758708616538
-19045.07204112335,-1164.017585665936,1.7569504080046179,0.2851108735743643,1935.9143763407938
-18878.031794924078,-1149.696699169494,1.7577665983557376,0.2877106550380025,1935.4528818199337
-18710.991548724807,-1133.3965571720028,1.7585827887068572,0.2903104365016408,1934.9913872990735
-18543.951302525536,-1117.0964151745115,1.7593989790579772,0.292910217965279,1934.5298927782135
-18376.911056326262,-1100.79627317702,1.7602151694090968,0.2955099994289172,1934.0683982573535
-18209.87081012699,-1081.1526245291045,1.7610313597602167,0.29810978089255546,1933.6069037364932
-18042.83056392772,-1059.424135567371,1.7618475501113364,0.3007095623561937,1933.145409215633
-17875.79031772845,-1037.0007384250262,1.762663740462456,0.30330934381983193,1932.683914694773
-17708.75007152918,-1014.5773412826815,1.763479930813576,0.30590912528347014,1932.222420173913
-17541.70982532991,-992.1539441403368,1.7642961211646957,0.3085089067471084,1931.7609256530527
-17374.669579130634,-969.6896434504363,1.7651123115158156,0.31110868821074666,1931.2994311321927
-17207.629332931363,-950.6430899643583,1.7659285018669353,0.31370846967438487,1930.8379366113327
-17040.589086732092,-932.3919806635297,1.766744692218055,0.3163082511380231,1930.3764420904724
-16873.54884053282,-914.1408713627011,1.7675608825691749,0.31890803260166134,1929.9149475696124
-16706.50859433355,-896.0641254526751,1.7683770729202946,0.3215078140652996,1929.4534530487524
-16539.46834813428,-884.4401277050772,1.7691932632714145,0.3241075955289378,1928.9919585278924
-16372.42810193501,-883.4411420080755,1.7700094536225341,0.326707376992576,1928.5304640070322
-16205.387855735735,-883.0958927515852,1.7708256439736538,0.3293071584562143,1928.0689694861721
