#HOLE:,U1519A
#EXPEDITION:,372
#TOP:,26.7013
#BOTTOM:,644.3784
DEPTH_LSF,RHON
m,g/cm3
173.9196,1.672594
174.0720,1.643977
174.2244,1.600459
174.3768,1.567361
174.5292,1.556684
174.6816,1.557952
174.8340,1.555739
174.9864,1.560551
175.1388,1.582289
175.2912,1.578479
175.4436,1.537642
175.5960,1.502871
175.7484,1.469148
175.9008,1.419799
176.0532,1.360072
176.2056,1.309092
176.3580,1.258167
176.5104,1.22134
176.6628,1.18859
176.8152,1.168357
176.9676,1.126833
177.1200,1.100062
177.2724,1.072649
177.4248,1.116017
177.5772,1.197341
177.7296,1.256828
177.8820,1.321033
178.0344,1.377038
178.1868,1.421894
178.3392,1.436556
178.4916,1.40016
178.6440,1.362729
178.7964,1.349578
178.9488,1.296206
179.1012,1.222415
179.2536,1.170712
179.4060,1.138339
179.5584,1.127078
179.7108,1.147498
179.8632,1.183205
180.0156,1.199596
180.1680,1.220284
180.3204,-999.25
180.4728,-999.25
180.6252,-999.25
180.7776,-999.25
180.9300,-999.25
181.0824,-999.25
181.2348,-999.25
181.3872,-999.25
181.5396,-999.25
181.6920,-999.25
181.8444,-999.25
181.9968,-999.25
182.1492,-999.25
182.3016,-999.25
182.4540,-999.25
182.6064,-999.25
182.7588,-999.25
182.9112,-999.25
183.0636,-999.25
183.2160,-999.25
183.3684,-999.25
183.5208,-999.25
183.6732,-999.25
183.8256,-999.25
183.9780,1.116726
184.1304,1.121038
184.2828,1.11455
184.4352,1.124221
184.5876,1.133354
184.7400,1.153312
184.8924,1.198932
185.0448,1.271202
185.1972,1.339193
185.3496,1.436726
185.5020,1.523208
185.6544,1.612242
185.8068,1.600131
185.9592,1.610281
186.1116,1.607438
186.2640,1.629398
186.4164,1.658333
186.5688,1.714569
186.7212,1.735877
186.8736,1.771233
187.0260,1.763181
187.1784,1.746913
187.3308,1.705275
187.4832,1.660751
187.6356,1.59024
187.7880,1.510957
187.9404,1.431043
188.0928,1.402621
188.2452,1.365479
188.3976,1.300471
188.5500,1.289006
188.7024,1.263355
188.8548,1.250265
189.0072,1.236309
189.1596,1.27173
189.3120,1.266486
189.4644,1.261453
189.6168,1.237702
189.7692,1.236276
189.9216,1.244379
190.0740,1.26687
190.2264,1.288331
190.3788,1.334695
190.5312,1.355066
190.6836,1.343262
190.8360,1.330848
190.9884,1.298518
191.1408,1.252061
191.2932,1.174469
191.4456,1.115335
191.5980,1.061945
191.7504,1.01604
191.9028,0.9618844
192.0552,0.951291
192.2076,0.935887
192.3600,0.9333856
192.5124,0.9483373
192.6648,0.9401961
192.8172,0.938301
192.9696,0.9607624
193.1220,0.9655982
193.2744,0.9609867
193.4268,0.9796153
193.5792,-999.25
193.7316,-999.25
193.8840,-999.25
194.0364,-999.25
194.1888,-999.25
194.3412,-999.25
194.4936,-999.25
194.6460,-999.25
194.7984,-999.25
194.9508,-999.25
195.1032,-999.25
195.2556,-999.25
195.4080,-999.25
195.5604,-999.25
195.7128,-999.25
195.8652,1.236767
196.0176,1.299057
196.1700,1.488446
196.3224,1.591298
196.4748,1.599898
196.6272,1.626376
196.7796,1.687728
196.9320,1.672712
197.0844,1.661791
197.2368,1.673121
197.3892,1.690846
197.5416,1.70014
197.6940,1.741869
197.8464,1.774507
197.9988,1.780275
198.1512,1.820102
198.3036,1.879274
198.4560,1.906924
198.6084,-999.25
198.7608,-999.25
198.9132,-999.25
199.0656,-999.25
199.2180,-999.25
199.3704,-999.25
199.5228,-999.25
199.6752,-999.25
199.8276,1.669075
199.9800,1.643007
200.1324,1.608031
200.2848,1.573226
200.4372,1.53807
200.5896,1.49836
200.7420,1.471273
200.8944,1.455545
201.0468,1.454694
201.1992,1.481668
201.3516,1.459952
201.5040,1.460598
201.6564,1.449232
201.8088,1.412946
201.9612,1.39199
202.1136,1.439392
202.2660,1.490935
202.4184,1.570667
202.5708,1.664914
202.7232,1.711443
202.8756,1.738051
203.0280,1.734618
203.1804,1.713761
203.3328,1.670577
203.4852,1.643189
203.6376,1.617025
203.7900,1.612197
203.9424,1.646188
204.0948,1.594467
204.2472,1.530415
204.3996,1.429683
204.5520,1.310875
204.7044,1.156065
204.8568,1.105668
205.0092,1.110447
205.1616,1.159544
205.3140,1.205243
205.4664,1.259042
205.6188,1.294952
205.7712,1.291001
205.9236,1.254431
206.0760,1.198262
206.2284,1.157511
206.3808,1.134731
206.5332,1.133917
206.6856,1.135427
206.8380,1.189716
206.9904,1.268131
207.1428,1.371381
207.2952,1.467036
207.4476,1.56745
207.6000,1.624488
207.7524,1.62375
207.9048,1.58135
208.0572,1.526416
208.2096,1.503995
208.3620,1.499221
208.5144,1.530056
208.6668,1.589632
208.8192,1.604884
208.9716,1.608572
209.1240,1.554733
209.2764,1.503465
209.4288,1.441328
209.5812,1.407454
209.7336,1.364063
209.8860,1.358638
210.0384,1.32881
210.1908,1.324801
210.3432,1.293384
210.4956,1.253674
210.6480,1.235016
210.8004,1.258056
210.9528,1.298372
211.1052,1.359847
211.2576,1.427563
211.4100,1.435542
211.5624,1.417439
211.7148,1.365033
211.8672,1.292505
212.0196,1.218107
212.1720,1.160886
212.3244,1.122551
212.4768,1.08515
212.6292,1.065934
212.7816,1.076667
212.9340,1.133037
213.0864,1.198299
213.2388,1.279977
213.3912,1.331217
213.5436,1.369221
213.6960,1.36194
213.8484,1.333913
214.0008,1.301571
214.1532,1.313934
214.3056,1.395302
214.4580,1.485204
214.6104,1.567876
214.7628,1.657506
214.9152,1.727569
215.0676,1.729871
215.2200,1.756284
215.3724,1.771278
215.5248,1.778768
215.6772,1.75525
215.8296,1.725043
215.9820,1.681694
216.1344,1.615192
216.2868,1.550871
216.4392,1.546911
216.5916,1.565918
216.7440,1.53307
216.8964,1.529403
217.0488,1.544781
217.2012,1.573675
217.3536,1.534957
217.5060,1.492064
217.6584,1.458309
217.8108,1.444696
217.9632,1.42125
218.1156,1.394682
218.2680,1.364855
218.4204,1.336326
218.5728,1.293048
218.7252,1.268492
218.8776,1.228232
219.0300,1.178621
219.1824,1.15257
219.3348,1.134111
219.4872,1.115019
219.6396,1.082165
219.7920,1.091047
219.9444,1.032356
220.0968,0.985118
220.2492,0.9797437
220.4016,1.04821
220.5540,1.131648
220.7064,1.197332
220.8588,1.231555
221.0112,1.253802
221.1636,1.259186
221.3160,1.205615
221.4684,1.158478
221.6208,1.14973
221.7732,1.162257
221.9256,1.218486
222.0780,1.290923
222.2304,1.355581
222.3828,1.441947
222.5352,1.384576
222.6876,1.28468
222.8400,1.157831
222.9924,1.043006
223.1448,0.8982487
223.2972,0.9249993
223.4496,0.9451532
223.6020,0.9767898
223.7544,0.9693381
223.9068,0.9676331
224.0592,0.9788488
224.2116,1.004702
224.3640,1.033292
224.5164,1.101658
224.6688,1.175847
224.8212,1.254119
224.9736,1.332803
225.1260,1.431262
225.2784,1.503148
225.4308,1.577629
225.5832,1.617639
225.7356,1.61946
225.8880,1.592358
226.0404,1.583588
226.1928,1.553618
226.3452,1.449945
226.4976,1.330272
226.6500,1.236922
226.8024,1.189521
226.9548,1.203855
227.1072,1.369417
227.2596,1.568972
227.4120,1.720484
227.5644,1.847261
227.7168,1.947372
227.8692,1.993959
228.0216,2.002894
228.1740,2.012995
228.3264,2.008772
228.4788,1.997077
228.6312,1.999617
228.7836,1.988726
228.9360,1.995196
229.0884,1.997393
229.2408,2.004796
229.3932,2.007449
229.5456,2.023505
229.6980,2.023896
229.8504,2.02877
230.0028,2.02059
230.1552,2.013787
230.3076,2.012544
230.4600,2.021252
230.6124,2.01914
230.7648,2.018072
230.9172,2.02039
231.0696,2.012799
231.2220,2.00983
231.3744,2.017167
231.5268,2.011745
231.6792,2.019845
231.8316,2.02205
231.9840,2.037171
232.1364,2.039819
232.2888,2.037074
232.4412,2.032068
232.5936,2.03925
232.7460,2.030062
232.8984,2.020854
233.0508,2.011703
233.2032,2.022393
233.3556,2.023798
233.5080,2.019758
233.6604,2.006434
233.8128,2.004589
233.9652,2.003859
234.1176,2.006427
234.2700,2.011183
234.4224,2.010077
234.5748,2.011219
234.7272,2.002428
234.8796,1.999243
235.0320,2.000695
235.1844,1.999118
